,carat,cut,cut_ord,color,clarity,clarity_ord,Predicted Price,Regression Variables,,,
2770,0.33,Premium,4,H,VS2,5,5678.69,,,,
2771,0.71,Premium,4,F,SI1,3,7967.63,,,,
2772,0.91,Premium,4,F,SI2,2,9196.23,,,,
2773,2.23,Premium,4,J,VS2,5,21663.39,,,,
2774,0.7,Ideal,5,D,VS2,5,8949.6,,,,
2775,1.13,Premium,4,J,VS1,4,11955.09,,,,
2776,1.75,Ideal,5,J,VS2,5,17783.25,,,,
2777,1.21,Premium,4,H,SI1,3,12174.13,,,,
2778,0.7,Very Good,3,F,VS2,5,8633.4,,,,
2779,1.01,Good,2,F,SI1,3,10175.33,,,,
2780,0.36,Ideal,5,H,VS2,5,6089.18,,,,
2781,0.72,Very Good,3,E,SI2,2,7439.66,,,,
2782,1.62,Very Good,3,I,VS2,5,16373.36,,,,
2783,1.19,Ideal,5,F,VVS2,6,13525.97,,,,
2784,1.01,Very Good,3,G,SI1,3,10333.43,,,,
2785,0.7,Premium,4,D,VS1,4,8337.5,,,,
2786,1.03,Ideal,5,F,VS2,5,11725.89,,,,
2787,0.54,Fair,1,F,SI1,3,6063.12,,,,
2788,0.9,Very Good,3,F,SI2,2,8954,,,,
2789,0.4,Ideal,5,H,IF,8,7787.7,,,,
2790,0.51,Premium,4,G,VS2,5,7193.03,,,,
2791,0.53,Premium,4,E,VS2,5,7361.29,,,,
2792,0.5,Premium,4,E,VS2,5,7108.9,,,,
2793,0.36,Ideal,5,E,SI1,3,5181.18,,,,
2794,0.64,Good,2,D,SI1,3,7062.52,,,,
2795,0.9,Ideal,5,G,VVS1,7,11540.2,,,,
2796,0.35,Ideal,5,D,SI1,3,5097.05,,,,
2797,0.3,Good,2,G,VVS2,6,5564.1,,,,
2798,1,Premium,4,D,SI1,3,10407.4,,,,
2799,0.59,Ideal,5,G,SI1,3,7116.17,,,,
2800,0.71,Good,2,E,SI2,2,7197.43,,,,
2801,0.7,Very Good,3,D,VS1,4,8179.4,,,,
2802,0.31,Premium,4,I,SI1,3,4602.43,,,,
2803,1.57,Ideal,5,F,SI1,3,15360.91,,,,
2804,0.9,Ideal,5,G,SI1,3,9724.2,,,,
2805,0.59,Ideal,5,D,SI1,3,7116.17,,,,
2806,0.26,Very Good,3,G,VS1,4,4477.68,,,,
2807,0.41,Ideal,5,E,VVS2,6,6963.83,,,,
2808,0.4,Very Good,3,G,VS1,4,5655.5,,,,
2809,0.53,Very Good,3,E,VS2,5,7203.19,,,,
2810,0.7,Ideal,5,I,SI1,3,8041.6,,,,
2811,0.32,Premium,4,D,SI1,3,4686.56,,,,
2812,0.7,Good,2,F,VS1,4,8021.3,,,,
2813,0.7,Very Good,3,E,VS2,5,8633.4,,,,
2814,0.9,Good,2,G,SI1,3,9249.9,,,,
2815,0.33,Premium,4,G,VS2,5,5678.69,,,,
2816,1.15,Good,2,J,SI2,2,10899.15,,,,
2817,1.01,Very Good,3,E,VS2,5,11241.43,,,,
2818,0.32,Ideal,5,I,IF,8,7114.66,,,,
2819,2.33,Very Good,3,H,SI2,2,20984.59,,,,
2820,0.79,Very Good,3,I,SI1,3,8482.57,,,,
2821,1.21,Ideal,5,H,SI1,3,12332.23,,,,
2822,0.75,Very Good,3,G,SI1,3,8146.05,,,,
2823,0.4,Ideal,5,I,SI1,3,5517.7,,,,
2824,1.23,Good,2,I,VS1,4,12480.19,,,,
2825,1.08,Premium,4,G,SI1,3,11080.44,,,,
2826,0.28,Very Good,3,E,VS1,4,4645.94,,,,
2827,0.54,Very Good,3,F,VS2,5,7287.32,,,,
2828,1.09,Premium,4,G,VS2,5,12072.57,,,,
2829,0.28,Very Good,3,E,VVS2,6,5553.94,,,,
2830,1.2,Premium,4,F,SI2,2,11636,,,,
2831,1,Ideal,5,E,SI1,3,10565.5,,,,
2832,0.36,Ideal,5,G,SI1,3,5181.18,,,,
2833,0.6,Very Good,3,F,SI1,3,6884.1,,,,
2834,1.71,Premium,4,H,SI1,3,16380.63,,,,
2835,0.33,Ideal,5,E,VS2,5,5836.79,,,,
2836,0.3,Ideal,5,E,VVS1,7,6492.4,,,,
2837,0.71,Ideal,5,D,SI2,2,7671.73,,,,
2838,0.31,Ideal,5,G,IF,8,7030.53,,,,
2839,0.32,Ideal,5,E,VVS2,6,6206.66,,,,
2840,0.66,Ideal,5,H,SI1,3,7705.08,,,,
2841,1.5,Good,2,D,SI2,2,13843.7,,,,
2842,0.38,Premium,4,H,VS2,5,6099.34,,,,
2843,1.22,Premium,4,F,VS2,5,13166.26,,,,
2844,1.53,Very Good,3,H,VS1,4,15162.19,,,,
2845,0.3,Ideal,5,H,SI1,3,4676.4,,,,
2846,1.79,Premium,4,G,VS2,5,17961.67,,,,
2847,1.02,Ideal,5,I,I1,1,9825.76,,,,
2848,0.3,Ideal,5,F,VVS2,6,6038.4,,,,
2849,0.75,Ideal,5,G,SI1,3,8462.25,,,,
2850,0.54,Ideal,5,G,SI1,3,6695.52,,,,
2851,0.7,Fair,1,F,SI2,2,6955.2,,,,
2852,1.25,Ideal,5,H,SI1,3,12668.75,,,,
2853,0.82,Ideal,5,I,SI1,3,9051.16,,,,
2854,1.01,Very Good,3,F,VS2,5,11241.43,,,,
2855,1.15,Very Good,3,H,SI2,2,11057.25,,,,
2856,1.67,Ideal,5,F,VS2,5,17110.21,,,,
2857,1.01,Very Good,3,E,VS2,5,11241.43,,,,
2858,0.39,Very Good,3,E,VS2,5,6025.37,,,,
2859,1.22,Ideal,5,I,VS1,4,12870.36,,,,
2860,1.01,Good,2,E,SI1,3,10175.33,,,,
2861,2,Very Good,3,I,VS2,5,19570.3,,,,
2862,0.54,Ideal,5,D,VS2,5,7603.52,,,,
2863,0.9,Premium,4,J,SI1,3,9566.1,,,,
2864,0.32,Very Good,3,E,SI1,3,4528.46,,,,
2865,0.54,Very Good,3,F,SI1,3,6379.32,,,,
2866,0.5,Premium,4,D,SI1,3,6200.9,,,,
2867,1.51,Premium,4,J,VVS2,6,16060.03,,,,
2868,1.01,Very Good,3,H,VS2,5,11241.43,,,,
2869,0.77,Good,2,D,SI2,2,7702.21,,,,
2870,0.7,Fair,1,E,SI2,2,6955.2,,,,
2871,0.31,Ideal,5,E,VS2,5,5668.53,,,,
2872,2.18,Premium,4,J,SI2,2,19880.74,,,,
2873,0.3,Very Good,3,J,VS1,4,4814.2,,,,
2874,0.53,Ideal,5,D,SI1,3,6611.39,,,,
2875,0.9,Very Good,3,F,SI1,3,9408,,,,
2876,1.13,Ideal,5,H,SI1,3,11659.19,,,,
2877,0.4,Premium,4,D,SI2,2,4905.6,,,,
2878,0.5,Very Good,3,D,VS2,5,6950.8,,,,
2879,0.37,Ideal,5,F,VVS1,7,7081.31,,,,
2880,1.12,Very Good,3,I,VS2,5,12166.86,,,,
2881,1.28,Ideal,5,G,SI1,3,12921.14,,,,
2882,0.66,Very Good,3,E,VVS1,7,9204.88,,,,
2883,0.71,Good,2,H,SI1,3,7651.43,,,,
2884,0.4,Premium,4,H,VS1,4,5813.6,,,,
2885,1.28,Ideal,5,H,SI1,3,12921.14,,,,
2886,0.42,Premium,4,E,SI2,2,5073.86,,,,
2887,1,Very Good,3,H,SI2,2,9795.3,,,,
2888,0.41,Premium,4,G,VS1,4,5897.73,,,,
2889,0.52,Very Good,3,I,VS1,4,6665.06,,,,
2890,0.46,Ideal,5,G,VVS1,7,7838.48,,,,
2891,1.5,Very Good,3,J,VS2,5,15363.8,,,,
2892,1.13,Very Good,3,I,VS2,5,12250.99,,,,
2893,0.3,Very Good,3,I,SI1,3,4360.2,,,,
2894,2,Very Good,3,E,SI2,2,18208.3,,,,
2895,1.68,Ideal,5,I,VS2,5,17194.34,,,,
2896,0.3,Ideal,5,D,SI1,3,4676.4,,,,
2897,0.81,Premium,4,G,VS1,4,9262.93,,,,
2898,0.35,Very Good,3,E,SI1,3,4780.85,,,,
2899,1.54,Ideal,5,D,SI2,2,14654.52,,,,
2900,0.32,Ideal,5,H,VVS1,7,6660.66,,,,
2901,0.9,Ideal,5,E,SI1,3,9724.2,,,,
2902,0.79,Ideal,5,I,VS1,4,9252.77,,,,
2903,0.5,Ideal,5,D,SI2,2,5905,,,,
2904,1.09,Ideal,5,E,SI1,3,11322.67,,,,
2905,0.33,Very Good,3,E,VS2,5,5520.59,,,,
2906,0.38,Good,2,F,VS2,5,5783.14,,,,
2907,0.31,Ideal,5,E,VS2,5,5668.53,,,,
2908,1.21,Very Good,3,G,SI2,2,11562.03,,,,
2909,1.19,Ideal,5,E,SI2,2,11709.97,,,,
2910,0.55,Ideal,5,G,VVS2,6,8141.65,,,,
2911,0.7,Ideal,5,F,SI1,3,8041.6,,,,
2912,0.39,Very Good,3,G,VVS1,7,6933.37,,,,
2913,1.66,Ideal,5,J,SI2,2,15664.08,,,,
2914,1.1,Ideal,5,I,SI1,3,11406.8,,,,
2915,1.21,Very Good,3,G,SI2,2,11562.03,,,,
2916,0.3,Very Good,3,E,VS1,4,4814.2,,,,
2917,0.86,Good,2,G,SI2,2,8459.38,,,,
2918,0.3,Ideal,5,G,VS1,4,5130.4,,,,
2919,1.22,Ideal,5,G,VS1,4,12870.36,,,,
2920,0.3,Premium,4,E,SI1,3,4518.3,,,,
2921,1.2,Ideal,5,G,VS1,4,12702.1,,,,
2922,0.31,Ideal,5,H,VVS1,7,6576.53,,,,
2923,2.01,Very Good,3,I,VS2,5,19654.43,,,,
2924,0.37,Ideal,5,J,SI1,3,5265.31,,,,
2925,0.31,Premium,4,E,VS1,4,5056.43,,,,
2926,0.3,Ideal,5,F,SI1,3,4676.4,,,,
2927,0.31,Ideal,5,F,VVS2,6,6122.53,,,,
2928,0.27,Very Good,3,F,VVS1,7,5923.81,,,,
2929,0.32,Ideal,5,D,VVS2,6,6206.66,,,,
2930,0.33,Ideal,5,H,IF,8,7198.79,,,,
2931,1.86,Very Good,3,H,SI2,2,17030.48,,,,
2932,0.72,Ideal,5,H,VS1,4,8663.86,,,,
2933,1.05,Ideal,5,H,SI1,3,10986.15,,,,
2934,1.02,Premium,4,G,VS2,5,11483.66,,,,
2935,1.04,Very Good,3,E,SI1,3,10585.82,,,,
2936,0.95,Very Good,3,J,VVS2,6,11190.65,,,,
2937,0.3,Ideal,5,H,VVS2,6,6038.4,,,,
2938,0.27,Very Good,3,G,VS1,4,4561.81,,,,
2939,0.32,Premium,4,F,VS2,5,5594.56,,,,
2940,1.28,Ideal,5,G,SI1,3,12921.14,,,,
2941,1.31,Premium,4,F,SI1,3,13015.43,,,,
2942,0.3,Premium,4,E,SI1,3,4518.3,,,,
2943,1.51,Ideal,5,I,VS1,4,15310.13,,,,
2944,0.36,Ideal,5,E,VS2,5,6089.18,,,,
2945,0.73,Premium,4,F,SI1,3,8135.89,,,,
2946,0.33,Ideal,5,G,IF,8,7198.79,,,,
2947,1,Premium,4,G,SI2,2,9953.4,,,,
2948,0.31,Ideal,5,G,IF,8,7030.53,,,,
2949,0.56,Ideal,5,E,VS2,5,7771.78,,,,
2950,0.32,Premium,4,G,VVS2,6,6048.56,,,,
2951,1.53,Premium,4,G,VVS1,7,16682.29,,,,
2952,0.52,Very Good,3,H,SI1,3,6211.06,,,,
2953,0.42,Ideal,5,G,VVS1,7,7501.96,,,,
2954,0.3,Ideal,5,D,VS2,5,5584.4,,,,
2955,1,Very Good,3,G,VS2,5,11157.3,,,,
2956,0.44,Good,2,E,VS2,5,6287.92,,,,
2957,1.01,Good,2,E,VS2,5,11083.33,,,,
2958,0.31,Ideal,5,J,VS1,4,5214.53,,,,
2959,2.28,Premium,4,H,SI2,2,20722.04,,,,
2960,0.5,Premium,4,D,VS2,5,7108.9,,,,
2961,0.5,Ideal,5,E,VVS2,6,7721,,,,
2962,0.36,Very Good,3,E,SI1,3,4864.98,,,,
2963,0.7,Ideal,5,I,SI1,3,8041.6,,,,
2964,0.4,Premium,4,D,SI2,2,4905.6,,,,
2965,0.52,Good,2,G,VS2,5,6960.96,,,,
2966,1.02,Ideal,5,G,SI2,2,10279.76,,,,
2967,0.76,Very Good,3,G,VVS2,6,9592.18,,,,
2968,2.03,Ideal,5,I,SI2,2,18776.89,,,,
2969,1.51,Premium,4,F,VS2,5,15606.03,,,,
2970,0.61,Very Good,3,E,SI1,3,6968.23,,,,
2971,1,Premium,4,F,VS2,5,11315.4,,,,
2972,1.07,Premium,4,E,SI2,2,10542.31,,,,
2973,1.21,Very Good,3,F,VS1,4,12470.03,,,,
2974,0.46,Fair,1,G,VS1,4,5844.08,,,,
2975,0.79,Good,2,I,VS2,5,9232.47,,,,
2976,0.32,Ideal,5,F,VVS2,6,6206.66,,,,
2977,0.4,Ideal,5,F,VS2,5,6425.7,,,,
2978,0.51,Fair,1,E,VS2,5,6718.73,,,,
2979,1.05,Premium,4,J,VS1,4,11282.05,,,,
2980,0.43,Very Good,3,H,SI1,3,5453.89,,,,
2981,0.3,Ideal,5,G,VVS2,6,6038.4,,,,
2982,1.51,Premium,4,E,SI1,3,14698.03,,,,
2983,1.54,Ideal,5,J,VS2,5,16016.52,,,,
2984,1.16,Ideal,5,I,VS2,5,12819.58,,,,
2985,1.01,Premium,4,D,SI1,3,10491.53,,,,
2986,1.01,Very Good,3,I,VS2,5,11241.43,,,,
2987,0.83,Premium,4,H,SI1,3,8977.19,,,,
2988,0.93,Very Good,3,F,VS2,5,10568.39,,,,
2989,1.2,Very Good,3,G,SI2,2,11477.9,,,,
2990,0.8,Ideal,5,E,VVS2,6,10244.9,,,,
2991,1.11,Ideal,5,D,VVS2,6,12852.93,,,,
2992,1.31,Premium,4,H,SI2,2,12561.43,,,,
2993,1.11,Good,2,F,SI1,3,11016.63,,,,
2994,1.1,Good,2,D,SI2,2,10478.5,,,,
2995,1.22,Premium,4,I,SI2,2,11804.26,,,,
2996,0.72,Ideal,5,F,SI2,2,7755.86,,,,
2997,1.09,Premium,4,I,VS2,5,12072.57,,,,
2998,1.05,Very Good,3,G,SI1,3,10669.95,,,,
2999,0.7,Fair,1,G,SI1,3,7409.2,,,,
3000,1.01,Very Good,3,F,SI1,3,10333.43,,,,
